Temperature [°C],Thermal Expansion Coefficient [1/K]
-262.04379562043795,10.752475247524753e-6
-200.36496350364962,12.89108910891089e-6
-129.1970802919708,14.376237623762377e-6
-58.029197080291965,15.089108910891088e-6
98.54014598540147,16.15841584158416e-6
207.66423357664235,16.752475247524753e-6
421.1678832116788,17.584158415841586e-6
629.9270072992701,18.178217821782177e-6
795.9854014598541,18.653465346534652e-6
995.2554744525548,19.18811881188119e-6
