Temperature [°C],Thermal Conductivity [W/(m*K)]
-266.54411764705884,0.38961038961038963
-213.97058823529412,4.870129870129871
-170.9558823529412,7.207792207792208
-99.26470588235296,9.545454545454547
-22.79411764705884,11.493506493506494
96.69117647058823,14.025974025974026
254.41176470588232,16.948051948051948
421.6911764705882,19.675324675324678
608.0882352941177,22.5974025974026
780.1470588235293,25.12987012987013
995.2205882352941,28.051948051948052
