Temperature [°C],Thermal Conductivity [W/(m*K)]
23.970037453183522,14.861788617886178
92.88389513108615,16.08130081300813
119.85018726591761,16.65040650406504
200.749063670412,17.869918699186993
299.62546816479403,19.333333333333332
362.5468164794008,20.227642276422763
437.4531835205993,21.447154471544714
566.2921348314608,23.15447154471545
701.123595505618,25.024390243902438
817.9775280898878,26.48780487804878
